ID,StartDate,EndDate,Finished,gender,sexuality,white,black,native,asian,hispanic,multi,other,socialsci,natphysci,stem,artshum,otherstudy,gpa,fraternity,sorority,geninclus,nogreek,legacy,income,finanaid,athlevel,ideology,party,clinton,sanders,trump,vote,debt,loans,loansamt,ploans,ploansamt,sateduc,satintvol,satoffterm,housing,sexassault,greeklife,Phjob,admin,BLM,divest,theD,review,alcohol,drugs,sex,sleep,bema,centergreen,preslawn,tophop,stepshall,fiftyyard,stacks,sevennone,lous,ledyard,decade,challnone,homcome,wintercar,greenkey,sophsum,docfirst,gradstate,gradplans,gradwork,gradsalary,tenyears
R_3NVaTYvMbLPR1Dr,5/27/2016 23:06,5/27/2016 23:10,1,2,1,1,,,,,,,1,,,1,,3,,1,,,1,8,2,2,3,4,5,5,4,3,2,2,,2,,2,2,4,4,4,5,5,5,4,3,4,4,4,1,3,8,,,,,,1,,,1,1,,,4,5,2,3,1,21,2,13,7,12
R_1Kg9BJQYUd2f92e,5/27/2016 23:11,5/27/2016 23:15,1,2,1,1,,,,,,,1,,,1,,1,,,,1,2,5,2,2,1,1,1,2,5,1,2,2,,2,,2,2,2,2,3,3,3,3,1,1,2,5,4,3,1,9,,,,,,,,1,1,1,,,5,4,3,1,2,52,2,3,4,13
R_3D8dTXt4HZglXb3,5/27/2016 23:24,5/27/2016 23:27,1,1,1,,,,,,1,,1,,,,,2,1,,,,1,8,2,4,3,3,4,4,5,1,2,2,,2,,1,1,1,3,3,5,4,5,5,3,4,4,4,1,5,8,1,,,1,,,1,,1,,,,2,5,4,3,1,52,2,10,4,11
R_3G38WH3K12MCzS4,5/27/2016 23:57,5/28/2016 0:00,1,2,1,,,,1,,,,,1,,,,3,,1,,,2,4,1,4,2,3,2,2,5,5,1,1,1000,2,,1,2,2,2,2,3,2,4,3,3,3,4,3,1,1,9,,,,,,,,1,1,,,,4,5,3,2,1,32,2,3,4,8
R_3rZddHA2bl1Ryzk,5/28/2016 0:23,5/28/2016 0:25,1,1,1,1,,,,,,,1,,1,,,3,1,,,,1,7,2,1,4,5,4,5,5,3,2,2,,2,,1,1,1,5,3,5,2,4,5,4,4,4,1,1,5,7,1,,1,1,,1,1,,1,,,,3,4,2,1,5,32,1,4,8,5
R_qKikjwKUDK70XNn,5/28/2016 0:31,5/28/2016 0:35,1,1,2,1,,,,,,,,,1,1,,1,1,,,,1,5,1,4,1,1,1,1,5,1,2,1,,1,,1,2,2,2,2,4,2,2,3,3,2,4,5,5,5,7,1,,,,,,1,,1,,1,,4,5,1,2,3,52,2,3,4,13
R_25RsBNAaprxyh0v,5/28/2016 1:59,5/28/2016 2:04,1,1,1,1,,,,1,,,1,,,,,3,1,,,,2,3,1,2,2,2,2,1,5,4,1,2,,2,,1,1,1,2,1,4,3,4,2,1,2,4,5,1,2,7,,,,,,,,1,,1,,,4,2,3,5,1,51,2,13,3,13
R_2dyximNxcs51Q2y,5/28/2016 6:33,5/28/2016 6:36,1,1,1,,,,,1,,,,,1,,,5,,,1,,2,1,1,4,1,4,5,2,5,3,1,1,4000,2,,1,1,1,4,1,5,4,5,4,1,5,5,4,1,4,6,,,,,,,1,,1,,,,1,4,2,3,5,43,2,5,7,5
R_xo09rvkbELozFYt,5/28/2016 8:37,5/28/2016 8:40,1,2,1,1,,,,,,,,,1,,,3,,,,1,1,4,1,2,2,3,4,2,5,1,1,1,"10,000",2,,2,2,1,3,2,4,4,4,2,2,2,4,2,1,1,8,,,,,,,,1,1,,,,3,5,4,2,1,2,1,14,8,13
R_3JL5buDHpLzKqi8,5/28/2016 9:12,5/28/2016 9:17,1,2,1,1,,,,,,,,,1,,,1,,1,,,2,5,2,3,4,7,5,4,5,3,2,2,,2,,1,1,1,5,3,5,4,5,4,5,2,2,5,1,1,8,,,,,,,,1,1,1,,,1,4,3,2,5,52,2,3,5,5
R_2cqneI6igR0RjOr,5/28/2016 9:27,5/28/2016 9:34,1,2,1,1,,,,,,,,1,,,,2,,1,,,2,8,2,1,2,3,2,2,5,1,2,2,,2,,1,1,1,3,2,2,2,2,2,1,1,4,4,1,,8,1,,,,,1,,,,1,,,5,4,3,2,1,52,2,1,3,8
R_25MUr3aKaSSAynN,5/28/2016 10:30,5/28/2016 10:35,1,2,1,1,,,1,1,1,,,1,,,,4,,1,,,2,7,2,4,2,2,2,2,5,1,2,2,,2,,1,1,1,2,2,3,4,4,2,2,3,5,3,1,5,8,1,1,1,1,1,1,1,,1,,1,,5,4,2,1,3,5,2,4,4,13
R_31z8fl1ZQTrSszR,5/28/2016 10:37,5/28/2016 10:40,1,1,2,,,,,1,,,,,,1,,3,,,,1,2,3,1,1,2,1,1,4,5,1,1,1,5000,2,,1,2,2,1,1,2,2,3,2,2,2,5,4,2,5,7,,,,,,,,1,1,,,,1,4,3,2,5,21,2,5,5,5
R_1JUtupFKcKsYYbu,5/28/2016 10:52,5/28/2016 10:55,1,1,1,1,,,,,,,1,,,,,5,1,,,,2,3,1,1,4,5,5,5,4,2,2,2,,2,,1,1,1,4,3,5,5,5,5,4,4,2,4,4,5,8,1,,,,,,1,,1,,,,3,5,4,2,1,32,2,4,5,5
R_12mvf6DKfXD1YD8,5/28/2016 11:13,5/28/2016 11:16,1,1,1,,,,1,,,,1,,,,,1,1,,,,2,3,1,3,3,3,2,5,5,1,2,2,,2,,1,1,1,4,3,5,5,5,5,5,5,2,5,4,5,7,1,,,,,,1,,1,1,,,4,5,2,3,1,5,2,4,6,4
R_x5irwzZViURHdpn,5/28/2016 11:17,5/28/2016 11:22,1,2,1,1,,,,,,,1,,,,,3,,1,,,2,4,1,4,4,7,5,5,4,5,1,1,"23,000",2,,1,1,1,3,2,4,4,4,4,3,2,2,4,1,1,8,,,,,,,,1,1,,,,3,4,2,1,5,13,2,13,7,2
R_27Hz4qOOSIIG9b5,5/28/2016 11:26,5/28/2016 11:29,1,2,1,1,,,,,,,,,,1,,1,,1,,,2,4,1,4,2,3,4,1,5,1,1,1,"36,000",2,,1,1,1,4,2,4,5,5,4,3,4,5,4,1,5,9,,,,,,,,1,,,,1,2,4,3,1,5,21,7,2,2,2
R_3CDet8Hke91rWjN,5/28/2016 12:10,5/28/2016 12:14,1,2,1,1,,,,,,,,1,,,,6,,,1,,1,7,2,4,1,1,2,1,5,1,2,2,,2,,4,2,1,3,1,3,3,4,1,1,3,5,5,5,4,6,,,,,,,,1,1,1,,,3,4,5,1,2,5,5,7,1,7
R_2DXMs3LERnD0ou9,5/28/2016 12:38,5/28/2016 12:42,1,2,1,1,,,,,,,,1,,,,2,,,,1,2,4,1,4,4,6,4,5,2,4,1,,,1,"100,000",4,2,2,2,3,4,4,5,5,5,5,2,4,1,5,8,1,,,1,,,1,,1,,,,1,3,2,4,5,51,2,3,5,8
R_ToV31eQNlxnxmVz,5/28/2016 13:42,5/28/2016 13:48,1,2,1,1,,,,,,,1,,,,,2,,1,,,2,5,2,4,2,2,1,2,5,1,2,2,,2,,1,1,1,5,2,5,5,5,5,3,3,3,3,3,4,7,1,,,,,,1,,1,1,1,,4,5,2,1,3,32,2,3,4,3
R_0eQStHwnCNF81BD,5/28/2016 14:02,5/28/2016 14:04,1,2,1,1,,,,,,,1,,,1,,1,,,1,,2,3,1,4,1,1,1,2,5,1,2,1,"13,500",2,,1,2,4,2,1,3,5,5,2,1,2,5,1,3,1,8,,,,,,,,1,1,,,,1,3,2,5,4,7,1,,8,10
R_1f13ytkaHJPoPn2,5/28/2016 14:41,5/28/2016 14:44,1,2,1,1,,,,,,,1,1,,,,2,,,,1,2,3,1,4,2,1,1,1,5,1,2,2,,2,,2,1,1,2,2,3,4,4,5,3,5,5,4,1,2,8,,,,,,,,1,1,,,,2,4,3,5,1,21,4,8,3,8
R_5igmNZqAZnJa7yp,5/28/2016 14:22,5/28/2016 15:17,1,1,1,,,,1,,,,1,,,,,2,1,,,,2,4,1,1,4,5,4,5,3,5,2,2,,2,,3,3,2,5,3,5,4,5,5,3,3,3,5,1,5,7,,,,,,,1,,1,,,,1,2,3,4,5,,2,4,5,4
R_tPoV0RKs7vvQF21,5/28/2016 15:57,5/28/2016 15:59,1,1,1,,,,,,1,,,,1,,,4,,,,1,2,8,2,2,3,5,3,5,5,5,2,2,,2,,2,1,1,3,3,3,2,4,5,3,5,5,1,1,5,7,,,,,,,1,,1,,,,2,3,5,4,1,46,2,5,5,11
R_3ffqLpX9vAzjcsc,5/28/2016 16:19,5/28/2016 16:23,1,2,1,1,,,,,,,,1,,1,,1,,1,,,2,7,2,2,2,1,2,2,5,1,2,2,,2,,1,2,1,2,2,5,3,4,4,1,4,5,5,1,3,9,,,,,,,,1,1,,,,3,5,4,1,2,32,4,1,3,8
R_bOy2yjQC7y4eECJ,5/28/2016 17:44,5/28/2016 17:48,1,2,3,,1,,,,,,1,,,1,,2,,1,,,2,4,2,4,1,3,4,2,5,5,1,1,"22,000",1,,2,2,4,4,3,3,4,5,1,3,3,5,5,3,3,6,,,,,,,,1,,,,1,2,3,1,5,4,32,2,7,3,7
R_2asGYgFNMy2aY3S,5/28/2016 18:38,5/28/2016 18:42,1,1,1,,,,,,1,,1,,,,,6,,,,1,2,3,1,1,3,3,3,2,5,1,1,1,15000,2,,2,2,4,4,3,4,3,3,3,3,3,3,1,1,1,6,,,,,,,,1,,,,1,2,5,1,4,3,45,2,6,3,5
R_1laWEe88IBpVjML,5/28/2016 20:03,5/28/2016 20:06,1,2,1,1,,,,1,,,1,,,,,1,,1,,,2,4,2,4,2,3,1,2,5,1,2,2,,2,,2,2,2,5,4,5,5,5,2,2,2,5,5,2,5,9,,,,,,,,1,,,,1,4,2,1,3,5,32,2,2,3,13
R_3M4ohde7xnitVP6,5/28/2016 22:57,5/28/2016 23:02,1,1,1,,,,1,,,,1,,,,,2,1,,,,2,4,1,1,2,2,3,3,5,1,2,2,,2,,2,2,3,3,3,4,4,4,5,4,3,4,5,3,5,9,,1,,,,1,,,1,,,,4,5,3,1,2,52,2,3,5,11
R_ZpBh7hGiQjorabT,5/29/2016 9:31,5/29/2016 9:35,1,2,1,,1,,,,1,,,,,1,,2,,1,,,2,1,1,4,1,1,2,1,5,1,2,2,,2,,1,1,1,4,3,3,5,5,1,1,2,5,5,2,1,6,,,,,,,,1,1,,,,4,5,3,1,2,5,7,6,7,6
R_DVwxGa78rGmjRpD,5/29/2016 11:19,5/29/2016 11:27,1,2,1,1,,,,,,,1,,,,,2,,1,,,2,5,2,2,4,6,4,5,5,5,2,2,,2,,1,2,2,4,3,4,2,5,3,4,4,4,4,1,4,8,,,,,,,1,,1,,,,3,5,4,2,1,,8,,,9
R_cwl7UGYpQWJNI8F,5/29/2016 9:07,5/29/2016 11:42,1,2,1,1,,,,,,,,1,,,,3,,,,1,2,4,1,3,2,4,4,4,5,3,2,2,,2,,1,2,2,4,3,3,4,4,3,1,3,3,4,2,2,8,,,,,,,,1,,1,,,3,4,5,2,1,37,8,13,7,8
R_3qQkS1aoReWEnBv,5/29/2016 12:12,5/29/2016 12:17,1,2,1,,,,1,,,,,,1,,,2,,,1,,2,4,1,2,1,1,2,1,5,1,1,,,,,1,2,1,4,3,5,5,5,3,1,3,3,4,1,5,8,,,,,,,1,,,,,1,4,3,2,1,5,38,1,14,8,6
R_2477dYn1wTWeQWz,5/29/2016 13:30,5/29/2016 13:35,1,2,1,1,,,,,,,1,,,,,6,,,,1,2,8,2,1,3,4,3,4,5,1,2,2,,2,,1,1,2,5,3,4,4,4,5,5,3,3,4,1,5,8,1,,,1,,,1,,,1,,,4,5,3,1,2,21,2,3,4,13
R_88oQKuiSBVL2soh,5/29/2016 14:20,5/29/2016 14:24,1,2,1,1,,,,,,,,,,1,,2,,1,,,1,7,2,2,1,1,2,1,5,1,2,2,,2,,1,2,1,2,2,2,2,4,1,1,2,5,5,1,3,9,,,,,,,,1,1,,,,3,5,2,1,4,5,2,12,7,13
R_xaAAiiycWIyITQt,5/29/2016 14:39,5/29/2016 14:42,1,1,1,1,,,,,,,1,,,,,1,,,,1,2,6,2,3,4,5,5,4,4,5,2,2,,2,,1,2,1,4,4,3,5,5,5,3,4,1,5,1,3,9,,,,,,,,1,,,,1,3,5,4,1,2,51,1,14,8,10
R_27O1MUDKS0EEv4E,5/29/2016 14:40,5/29/2016 14:43,1,2,1,,1,,,,,,,,,1,,5,,,,1,1,1,1,4,1,1,5,2,5,3,1,1,"12,000",2,,2,1,1,3,2,3,5,5,1,1,5,5,3,2,5,9,,,,,,,1,,1,,,,3,4,2,5,1,5,2,7,3,11
R_2QxRz2X2hR4ETfR,5/29/2016 14:40,5/29/2016 14:46,1,2,1,,,,1,,,,1,,,,,2,,1,,,2,6,2,2,3,4,3,5,5,1,2,2,,2,,1,1,1,4,3,5,4,4,4,3,2,3,4,1,3,7,,,,,,,,1,1,1,,,3,4,2,1,5,32,2,7,3,12
R_2VrTqHkdal43Hn9,5/29/2016 14:43,5/29/2016 14:47,1,1,1,1,,,,,,,1,,,,,3,1,,,,1,7,2,3,1,1,2,2,5,1,2,2,,2,,2,3,4,5,4,5,4,4,3,2,3,5,5,4,3,8,,,,,,,1,,,,,1,2,5,3,1,4,,8,,7,13
R_abdYSgeVs2f5jsR,5/29/2016 14:43,5/29/2016 14:47,1,2,1,1,,,,,,,1,,,,,2,,1,,,2,7,2,4,2,2,4,4,4,1,2,2,,2,,2,1,1,3,,3,2,2,4,3,4,5,5,1,5,9,,,,,,,,1,,,,1,5,3,4,2,1,32,2,7,4,7
R_2PaM72CMq7XyMRH,5/29/2016 14:41,5/29/2016 14:47,1,1,1,1,,,,,,,1,,,,,4,1,,,,2,4,1,2,1,2,4,2,5,4,1,1,11000,2,,2,3,2,4,2,4,4,4,4,1,4,4,5,2,3,8,,,,,,,,1,1,1,,,3,2,1,5,4,32,2,11,4,11
R_2Sq1ZcXq1dmOAw7,5/29/2016 14:43,5/29/2016 14:48,1,2,2,1,,,,,,,1,,,,,6,,1,,,2,3,1,1,1,3,1,2,5,4,2,2,,2,,2,2,1,4,3,4,4,4,4,4,2,2,4,1,2,10,1,,,,,,,,,,,1,3,5,2,1,4,43,8,6,3,13
R_3Ebyn5cmk4twRVM,5/29/2016 14:45,5/29/2016 14:50,1,2,1,1,,,,,,,1,,,,,3,,1,,,1,7,2,2,2,3,3,4,5,1,2,2,,2,,1,3,2,,,4,,4,,,,,4,4,3,9,,,,,,,,1,1,1,,,2,4,5,1,3,52,2,3,5,7
R_xtqSSEkLbilRExb,5/29/2016 14:50,5/29/2016 14:54,1,1,2,1,,,,1,,,1,1,,,,2,,,,1,2,4,1,2,4,5,1,2,4,1,1,1,22000,2,,1,1,1,5,5,5,5,5,5,3,5,2,4,5,5,7,1,,1,,,,1,,1,1,,,4,2,3,5,1,38,1,1,3,1
R_27jubwBTNcvBqOq,5/29/2016 14:47,5/29/2016 15:03,1,2,1,1,,,,,,,1,,,,,2,,,,1,2,2,1,4,1,1,2,1,5,1,1,1,10000,2,,1,1,3,1,3,3,5,5,3,1,4,5,3,1,2,7,,,,,,,,1,,,,1,1,2,4,3,5,21,1,1,2,1
R_3rZYStva7Zdpn3K,5/29/2016 15:05,5/29/2016 15:08,1,2,1,,,,1,,,,1,,,,,2,,1,,,2,3,1,3,3,3,,,,1,2,2,,2,,2,1,2,1,2,2,3,3,2,1,3,5,4,1,2,7,,,,,,,,1,1,,,,2,1,3,5,4,32,2,12,4,12
R_1K9dseKZPuiFjBB,5/29/2016 14:56,5/29/2016 15:09,1,2,1,1,,,,,,,1,,,,,1,,,,1,2,4,2,4,1,2,1,3,5,1,2,2,,2,,1,3,2,3,2,2,3,3,2,2,2,5,5,3,4,7,,,,,,,,1,,,1,,4,5,2,1,3,39,1,1,3,1
R_wTdsI2hAwG2B3eF,5/29/2016 15:10,5/29/2016 15:14,1,2,1,1,,,,,,,1,,,,,3,,1,,,2,4,1,4,3,3,2,5,5,1,1,1,"$18,000 ",2,,1,1,1,1,2,2,2,2,3,3,2,4,4,1,1,8,,,,,,,,1,1,,,,4,5,2,1,3,32,2,7,3,10
R_2E6voaRDHGKffmy,5/29/2016 15:11,5/29/2016 15:15,1,1,1,1,,,,,,,,1,,,,,,,,1,2,8,1,1,3,3,3,3,4,4,2,2,,2,,1,1,1,2,2,4,2,2,4,3,3,3,2,1,1,7,,,,,,,,1,,,,1,4,5,3,2,1,29,4,2,3,8
R_1ilZZoEsZV7qme1,5/29/2016 15:21,5/29/2016 15:24,1,1,1,1,,,,,,,1,1,,,,3,1,,,,2,2,1,2,2,3,2,2,5,1,1,2,,2,,1,2,2,5,2,5,3,4,3,3,3,3,1,1,2,8,,,,,,,,,,,,,4,5,1,3,2,52,2,3,4,8
R_2D80uLNCFFF47Js,5/29/2016 15:24,5/29/2016 15:27,1,2,1,1,,,,,,,,,,1,,1,,1,,,2,3,1,3,2,1,3,2,5,1,2,1,"2,200",2,,1,1,1,1,2,3,2,3,2,2,2,3,5,1,3,10,1,,1,,,,,,1,,,,4,5,3,1,2,32,2,9,3,9
R_AtwNl8zXrwvjwSB,5/29/2016 15:24,5/29/2016 15:27,1,2,1,1,,1,,,,,1,,,,,4,,1,,,2,2,1,3,5,6,5,5,3,2,1,1,"50,000",1,,1,2,2,5,5,5,5,5,5,3,4,2,5,3,5,8,,,,,,1,,,,1,,,2,5,3,1,4,5,2,5,5,13
R_1QFb5vdmrVVSSij,5/29/2016 15:25,5/29/2016 15:28,1,1,1,1,,,,,,,,,1,,,3,,,,1,1,5,2,3,4,4,2,5,5,1,2,2,,2,,1,1,1,3,3,4,4,4,3,3,3,3,5,1,1,9,,,,,,,,1,,,,1,4,3,5,1,2,5,2,5,6,5
R_1pDyPsuAG6uathU,5/29/2016 15:32,5/29/2016 15:35,1,2,1,,,,1,,,,1,,,,,3,,1,,,2,1,2,2,4,5,4,5,1,2,2,2,,2,,2,2,2,5,5,5,5,5,5,5,5,1,4,1,3,7,,,,,,,,1,1,1,1,,2,3,1,5,4,32,2,4,5,11
R_3dSmRIFnObLmLNI,5/29/2016 15:34,5/29/2016 15:37,1,2,1,1,,,,,,,1,,,,,3,,1,,,2,7,2,4,3,5,2,5,5,1,2,2,,2,,1,2,1,2,3,4,4,4,3,5,2,4,5,3,4,9,,,,,,,,1,,,,1,4,5,1,2,3,32,2,7,3,7
R_5dvqPwBBSvg9vcl,5/29/2016 15:35,5/29/2016 15:38,1,2,1,,,,1,,,,,,1,,,4,,1,,,2,4,2,4,2,2,4,3,5,1,2,2,,2,,2,2,1,2,4,5,4,5,2,2,2,5,5,5,5,7,,1,1,1,1,,1,,1,1,1,,3,4,2,1,5,21,2,4,4,2
R_3fW9VfltJCYJbX1,5/29/2016 15:36,5/29/2016 15:39,1,2,1,1,,,,,,,1,,,,,2,,1,,,2,7,2,4,3,3,1,4,5,1,2,2,,2,,1,2,3,5,4,5,5,5,4,3,2,5,5,1,3,8,,,,,,,,1,1,,,,3,5,2,1,4,51,3,7,7,10
R_10CrtJBJ00JZN4U,5/29/2016 15:37,5/29/2016 15:41,1,2,1,1,,,,,,,1,1,,,,3,,1,,,2,3,1,4,2,1,1,1,5,1,1,2,,1,"$10,000 ",2,2,2,4,3,4,4,4,3,1,3,4,4,1,3,8,,,,,,,,1,1,,,,2,4,1,3,5,21,4,8,3,8
R_21G1zmrKuUABm2x,5/29/2016 15:39,5/29/2016 15:43,1,2,4,1,,,,,,,,1,,1,,3,,,,1,2,4,2,1,2,3,4,4,5,1,2,2,,2,,1,4,2,5,5,3,4,4,4,4,3,3,5,2,1,7,,,,,,,,1,,,,1,1,3,2,5,4,29,2,1,3,13
R_ePyPnVCzKEAdQ6R,5/29/2016 15:40,5/29/2016 15:45,1,2,1,1,,,,,,,,1,,,,5,,,1,,2,8,2,1,3,4,4,4,5,4,2,2,,2,,2,4,4,3,2,3,4,2,2,1,4,4,4,1,2,6,,,,,,,,1,1,,,,4,5,3,2,1,5,4,6,7,6
R_1Nh2x0gzmZWKTNX,5/29/2016 15:42,5/29/2016 15:45,1,2,1,1,,,,,,,1,,,,,2,,1,,,2,7,2,2,2,3,2,3,5,1,2,2,,2,,2,1,1,3,3,4,5,5,1,1,3,5,5,2,3,9,,,,,,,,1,,,,1,3,4,2,1,5,21,2,13,7,13
R_3JgTgelNgWwmcSc,5/29/2016 15:44,5/29/2016 15:48,1,2,1,,1,,1,,,,1,,,1,,7,,1,,,2,3,1,1,1,2,4,2,5,1,1,1,"40,000",2,,2,2,2,3,4,4,4,5,2,1,2,5,5,2,,8,,,,,,,,1,1,1,,,3,4,1,2,5,21,2,4,4,7
R_3q8xa5AahNmUU8e,5/29/2016 15:47,5/29/2016 15:50,1,1,1,1,,,,,,,,,1,,,3,,,,1,2,4,1,3,2,3,2,2,5,1,1,1,13000,2,,1,3,2,5,4,4,5,5,4,2,4,5,5,4,5,9,,,,,,,,1,,,,1,4,5,2,1,3,5,2,5,7,5
R_2fxQYOv0kdDaoVG,5/29/2016 15:49,5/29/2016 15:52,1,2,1,1,,,,,,,,,,1,,1,,1,,,1,5,2,4,1,1,2,1,5,1,2,2,,1,,2,2,2,3,3,2,3,3,1,1,3,5,4,1,,8,,,,,,,,1,,,,1,2,1,5,3,4,29,2,2,3,12
R_Uxoju6wZYga5ZXr,5/29/2016 15:42,5/29/2016 15:52,1,2,1,1,,,,,,,,,1,,,2,,,,1,1,4,1,4,2,2,2,1,5,1,1,1,"~20,000",1,a lot,2,2,1,3,4,3,4,4,1,1,3,4,4,3,1,9,,,,,,,,1,,,,1,3,4,1,2,5,5,2,3,4,11
R_2t9Aiq4UPkJzT2s,5/29/2016 15:50,5/29/2016 15:53,1,2,1,,,,1,,,,1,,,,,2,,1,,,2,2,1,4,2,3,2,3,4,1,2,2,,2,,2,2,3,5,3,4,4,4,5,3,3,3,4,1,5,8,1,1,,,1,,1,,,,,1,1,5,2,4,3,32,2,4,5,10
R_2sZ4SnDEVhOboQx,5/29/2016 15:43,5/29/2016 15:53,1,1,1,1,,,,,,,,1,,,,3,1,,,,1,4,1,2,4,5,4,5,5,5,1,1,"5,000",2,,1,1,1,5,3,5,5,5,5,5,5,1,5,2,5,7,,,,,,,,1,,1,,,3,4,2,1,5,21,2,1,3,8
R_2SCdt4LCHtKyB5l,5/29/2016 15:50,5/29/2016 15:54,1,1,2,1,,,,,,,,1,,,,3,1,,,,2,8,2,4,3,6,5,5,5,3,2,2,,2,,1,1,1,5,3,5,5,5,5,5,5,2,5,5,3,9,,,,,,,,1,1,,,,1,5,2,3,4,7,2,4,6,4
R_1NsHKuYOHLAH2z9,5/29/2016 15:51,5/29/2016 15:55,1,2,1,1,,,,,,,1,1,,,,3,,1,,,2,5,2,2,2,3,2,2,5,1,2,2,,2,,2,2,1,3,4,3,4,4,2,2,3,4,4,3,5,8,1,,,,,1,1,,1,1,,,4,5,3,1,2,51,8,,8,7
R_23gEU5hoWGL1rWv,5/29/2016 15:57,5/29/2016 15:59,1,2,1,1,,,,,,,1,,,,,3,,1,,,2,4,2,1,4,6,4,5,2,5,2,2,,2,,2,2,3,3,3,5,5,5,4,2,3,3,4,1,3,9,1,,,,,,1,,,1,,,4,5,3,1,2,21,2,6,3,6
R_2SCtt40VXn8SLcB,5/29/2016 16:02,5/29/2016 16:04,1,1,1,1,,,,,,,,,,1,,2,1,,,,2,6,2,1,2,2,3,5,5,1,2,2,,2,,2,3,2,4,4,4,5,5,5,3,4,3,5,3,4,7,,,,,,,,1,1,1,,,4,5,3,1,2,32,2,4,5,2
R_1oIqwzo9Xi6FxNj,5/29/2016 16:02,5/29/2016 16:06,1,2,3,1,,,,,,,,,,1,,1,,,,1,2,3,1,2,3,2,3,3,5,1,2,2,,1,10000,1,2,2,2,2,3,3,3,4,3,3,3,1,1,1,8,,,,,,,,1,1,,,,3,5,4,2,1,5,4,5,4,1
R_2uPWHzx06Zh0qNt,5/29/2016 15:42,5/29/2016 16:08,1,1,1,1,,,,,,,,,,1,,2,1,,,,2,5,2,2,2,4,4,2,5,1,2,2,,2,,1,1,1,2,2,3,3,4,3,1,3,2,5,5,5,8,1,,,,,,1,,,,,1,3,4,2,1,5,7,2,2,4,2
R_sIlpp6ttVvbMeoV,5/29/2016 16:06,5/29/2016 16:11,1,1,1,,,,,,1,,1,,,,,1,,,,1,1,5,2,2,1,1,1,1,5,1,2,2,,2,,1,1,1,1,2,3,4,3,1,1,2,5,4,1,5,8,,,,,,,,1,,,,1,5,3,4,2,1,29,1,1,7,1
R_22twV7qGvn6SQSh,5/29/2016 16:16,5/29/2016 16:19,1,1,1,1,,,,,,,,,,1,,2,1,,,,1,4,2,3,1,1,4,1,5,3,2,2,,2,,1,2,1,4,3,4,5,5,3,2,4,5,5,3,5,9,1,1,,,,,1,,1,,,,4,5,2,1,3,32,2,6,4,6
R_RWBbeLxwc7BsvhD,5/29/2016 16:19,5/29/2016 16:22,1,2,1,,,,1,,,,,,,,1,,,1,,,2,6,2,4,1,4,2,2,5,1,2,2,,2,,2,2,2,2,2,4,4,4,3,2,3,5,4,2,2,7,,,,,,,,1,1,,,,3,5,2,1,4,5,2,5,7,5
R_3ktAYNTUQZj0Qqr,5/29/2016 16:27,5/29/2016 16:32,1,1,1,1,,,,,,,1,,,,,1,,,,1,2,1,1,4,3,3,4,2,4,5,1,1,"15,000",2,,1,2,2,3,3,3,4,5,3,2,3,4,3,1,5,8,,,,,,,1,,,,,1,2,3,1,5,4,52,2,3,5,11
R_2fku2NCizZGmLGp,5/29/2016 16:30,5/29/2016 16:33,1,1,1,1,,,,,,,1,,,,,1,1,,,,1,5,2,3,2,1,1,2,5,1,2,2,,2,,1,1,1,4,3,5,4,5,5,2,5,5,5,3,3,9,,,,,,,,1,,,,1,2,4,3,1,5,21,2,4,6,11
R_3w1GnvkXEU9xbS9,5/29/2016 16:39,5/29/2016 16:44,1,2,1,1,,,,,,,1,,,,,4,,1,,,2,3,1,1,2,3,2,2,5,4,1,1,"20,000",1,"10,000",2,3,3,3,4,2,2,1,3,3,3,3,4,3,2,8,,,,,,,,1,1,1,,,4,5,3,1,2,51,4,,,5
R_30jHtrsH1AEPM6o,5/29/2016 16:46,5/29/2016 16:49,1,1,1,1,,,,,,,1,,,,,1,1,,,,1,7,2,2,1,1,1,1,5,1,2,2,,2,,2,2,2,2,3,3,4,4,2,2,3,5,5,2,5,8,1,1,1,1,1,1,1,,1,,,,4,5,3,1,2,,2,6,2,6
R_2q9ueZ2rKHw1jYh,5/29/2016 16:52,5/29/2016 16:56,1,2,1,1,1,,,,,,,,1,,,1,,,,1,2,5,1,2,5,4,5,5,5,4,1,1,"$60,000 ",2,,5,4,2,4,5,5,5,5,5,5,4,1,1,1,1,7,,,,,,,,1,,,,1,2,3,4,5,1,46,2,4,4,14
R_24r7gaVa9xvvRx6,5/29/2016 16:55,5/29/2016 16:59,1,2,1,1,,,,,,,,,,1,,2,,1,,,1,8,2,4,2,2,1,3,5,1,2,2,,2,,2,4,1,3,3,4,5,5,3,3,4,3,4,1,5,7,,,,,,,1,,,,,1,1,4,5,2,3,32,7,6,7,6
R_3oZWE8p4LEGz13b,5/29/2016 16:59,5/29/2016 17:04,1,1,1,1,,,,,,,,,,1,,1,1,,,,2,6,2,2,2,2,2,2,5,1,2,2,,2,,1,1,1,5,2,5,5,5,4,2,5,2,5,4,4,9,1,,,,,,,,,1,,,4,5,3,1,2,32,2,3,5,13
R_1dnxg9ePua93pqF,5/29/2016 16:58,5/29/2016 17:04,1,2,1,1,,,,,,,,,,1,,3,,1,,,2,5,1,4,1,1,1,2,5,1,1,1,"20,000",1,"100,000",1,2,1,2,2,3,4,4,2,2,3,5,5,2,3,7,,,,,,,,1,1,1,,,4,5,3,2,1,5,2,9,3,9
